loan_id,borrower_id,loan_type,disbursement_date,loan_amount,interest_rate,tenure_months,emi,outstanding_principal,dpd_bucket,months_active,base_risk_score,vintage,ticket_size,payment_delayed_5d,partial_payment,segment_high_default
LN00202,BR23006,Personal,2022-08-09,140000.0,16.72,60,3458.32,50750.0,90+ DPD,45,0.2272,24M+,<2L,True,False,False
LN00203,BR96563,Personal,2022-07-30,323000.0,17.3,24,16016.45,48450.0,Current,24,0.183,12-24M,2-10L,True,True,False
LN00204,BR82350,Auto,2025-03-16,271000.0,13.6,36,9209.58,181419.44,Current,14,0.096,12-24M,2-10L,True,True,False
LN00205,BR69048,Home,2025-03-17,1736000.0,11.43,120,24337.9,1563846.67,Closed,14,0.06,12-24M,10-50L,False,False,False
LN00206,BR47762,Business,2024-06-14,775000.0,14.77,60,18343.76,522479.17,Closed,23,0.1377,12-24M,2-10L,False,False,False
LN00207,BR40595,Auto,2023-07-17,1547000.0,9.29,60,32331.35,801861.67,Current,34,0.08,24M+,10-50L,True,True,False
LN00208,BR35928,Personal,2022-07-31,328000.0,17.04,36,11700.63,49200.0,90+ DPD,36,0.1804,24M+,2-10L,True,True,False
LN00209,BR94886,Home,2025-06-10,4320000.0,9.58,300,37984.21,4185360.0,Current,11,0.03,6-12M,10-50L,True,True,False
LN00210,BR19359,Auto,2024-08-05,266000.0,9.77,48,6717.1,167081.25,30 DPD,21,0.08,12-24M,2-10L,True,True,False
LN00211,BR87993,Auto,2025-02-26,1811000.0,11.58,36,59788.48,1169604.17,Current,15,0.08,12-24M,10-50L,True,False,False
LN00212,BR49857,Home,2023-08-16,1965000.0,9.51,240,18329.21,1735340.62,Current,33,0.03,24M+,10-50L,True,True,False
LN00213,BR74722,Home,2024-07-23,3182000.0,8.71,300,26074.19,2983655.33,Current,22,0.03,12-24M,10-50L,False,False,False
LN00214,BR66626,Personal,2025-08-20,65000.0,14.85,48,1804.06,54640.62,Current,9,0.2085,6-12M,<2L,True,False,False
LN00215,BR21970,Personal,2022-09-13,296000.0,12.12,36,9848.41,44400.0,Current,36,0.1312,24M+,2-10L,True,False,False
LN00216,BR12719,Business,2022-11-10,3171000.0,18.79,36,115899.83,475650.0,30 DPD,36,0.1779,24M+,10-50L,True,True,False
LN00217,BR32962,Auto,2022-11-08,1097000.0,8.61,60,22564.84,444285.0,Closed,42,0.08,24M+,10-50L,False,False,False
LN00218,BR46458,Home,2023-03-06,6282000.0,10.85,300,60890.67,5605638.0,Current,38,0.03,24M+,50L+,True,True,False
LN00219,BR74451,Home,2022-10-21,2148000.0,8.78,180,21506.23,1711836.67,Current,43,0.03,24M+,10-50L,False,False,False
LN00220,BR53687,Personal,2023-06-14,534000.0,18.21,12,49010.5,80100.0,Current,12,0.1921,6-12M,2-10L,True,True,True
LN00221,BR53228,Personal,2025-07-01,790000.0,18.68,36,28830.6,603472.22,30 DPD,10,0.1968,6-12M,2-10L,True,True,True
LN00222,BR62488,Personal,2023-04-23,126000.0,12.56,48,3352.81,43443.75,60 DPD,37,0.1856,24M+,<2L,True,True,False
LN00223,BR51224,Personal,2025-11-17,171000.0,13.02,60,3892.53,156465.0,Current,6,0.2302,0-6M,<2L,True,True,False
LN00224,BR62976,Personal,2024-04-09,180000.0,22.61,36,6931.21,73750.0,30 DPD,25,0.2861,24M+,<2L,True,True,True
LN00225,BR81118,Personal,2026-01-29,443000.0,16.04,60,10782.32,417896.67,90+ DPD,4,0.2104,0-6M,2-10L,True,False,False
LN00226,BR77952,Business,2023-10-08,1004000.0,15.98,60,24404.66,563076.67,90+ DPD,31,0.1498,24M+,10-50L,True,False,False
LN00227,BR91973,Business,2022-08-05,4395000.0,20.17,48,134139.84,892734.38,60 DPD,45,0.1917,24M+,10-50L,True,True,False
LN00228,BR81987,Personal,2025-10-18,178000.0,19.53,48,5372.13,155935.42,30 DPD,7,0.2553,6-12M,<2L,True,True,True
LN00229,BR73532,Business,2024-06-21,3005000.0,17.72,36,108216.33,1373118.06,30 DPD,23,0.1672,12-24M,10-50L,True,True,False
LN00230,BR89806,Personal,2025-12-03,627000.0,13.03,12,56010.76,404937.5,Current,5,0.1803,0-6M,2-10L,True,True,False
LN00231,BR11792,Personal,2025-03-13,369000.0,17.35,24,18306.31,186037.5,30 DPD,14,0.1835,12-24M,2-10L,True,True,False
LN00232,BR24871,Personal,2023-10-19,136000.0,18.74,60,3508.49,76273.33,90+ DPD,31,0.2474,24M+,<2L,True,True,True
LN00233,BR30181,Personal,2025-06-05,486000.0,12.58,48,12937.08,391331.25,Current,11,0.1358,6-12M,2-10L,True,True,False
LN00234,BR45838,Home,2024-06-13,5793000.0,7.73,300,43680.16,5415489.5,Current,23,0.03,12-24M,50L+,False,False,False
LN00235,BR41946,Personal,2023-05-19,151000.0,11.36,48,3929.13,54737.5,90+ DPD,36,0.18,24M+,<2L,True,False,False
LN00236,BR34983,Business,2022-12-30,1951000.0,20.1,60,51798.18,817794.17,Current,41,0.191,24M+,10-50L,True,True,False
LN00237,BR27892,Personal,2023-03-28,561000.0,20.76,60,15101.29,258995.0,Current,38,0.2176,24M+,2-10L,True,True,True
LN00238,BR64387,Home,2024-07-15,5244000.0,9.35,120,67426.15,4426810.0,Current,22,0.06,12-24M,50L+,True,False,False
LN00239,BR10336,Personal,2023-03-29,747000.0,21.71,36,28416.32,112050.0,Current,36,0.2271,24M+,2-10L,True,False,True
LN00240,BR86011,Business,2024-05-30,1059000.0,19.31,48,31837.72,608925.0,Current,24,0.1831,12-24M,10-50L,False,False,False
LN00241,BR73483,Business,2025-04-02,1316000.0,12.66,60,29714.49,1073636.67,Current,13,0.1166,12-24M,10-50L,True,True,False
LN00242,BR81228,Auto,2024-03-22,1234000.0,13.89,60,28642.7,779476.67,60 DPD,26,0.0989,24M+,10-50L,True,False,False
LN00243,BR34727,Personal,2023-07-14,646000.0,13.22,48,17401.18,257054.17,Current,34,0.1422,24M+,2-10L,True,True,False
LN00244,BR63841,Personal,2022-11-17,173000.0,21.5,24,8932.26,25950.0,Current,24,0.275,12-24M,<2L,True,True,True
LN00245,BR59968,Auto,2024-04-20,1142000.0,10.51,36,37123.18,467902.78,Current,25,0.08,24M+,10-50L,False,False,False
LN00246,BR95461,Business,2022-05-13,2266000.0,20.17,60,60249.68,725120.0,30 DPD,48,0.1917,24M+,10-50L,True,False,False
LN00247,BR26547,Home,2023-04-23,4392000.0,9.58,180,46074.6,3624620.0,30 DPD,37,0.03,24M+,10-50L,True,True,False
LN00248,BR23154,Personal,2022-10-11,611000.0,17.29,60,15280.36,238799.17,30 DPD,43,0.1829,24M+,2-10L,True,False,False
LN00249,BR69890,Personal,2025-07-11,725000.0,15.68,48,20428.08,596614.58,Current,10,0.1668,6-12M,2-10L,True,True,False
LN00250,BR95823,Home,2025-04-11,9158000.0,10.31,120,122601.2,8314700.83,Current,13,0.06,12-24M,50L+,False,False,False
LN00251,BR44737,Personal,2025-08-31,755000.0,18.97,24,38047.5,514343.75,60 DPD,9,0.1997,6-12M,2-10L,True,False,True
LN00252,BR95175,Personal,2022-08-04,154000.0,21.22,36,5819.37,23100.0,30 DPD,36,0.2722,24M+,<2L,True,True,True
LN00253,BR79942,Home,2024-03-30,5801000.0,11.52,120,81625.81,4732649.17,Current,26,0.06,24M+,50L+,True,True,False
LN00254,BR73956,Auto,2024-04-23,473000.0,10.18,72,8805.72,333399.31,Current,25,0.08,24M+,2-10L,True,True,False
LN00255,BR40771,Personal,2025-11-19,608000.0,10.95,60,13204.24,556320.0,Current,6,0.17,0-6M,2-10L,True,False,False
LN00256,BR66881,Home,2024-10-23,7862000.0,11.45,240,83572.0,7332952.92,Current,19,0.03,12-24M,50L+,False,False,False
LN00257,BR23173,Personal,2022-07-14,666000.0,11.99,12,59170.18,99900.0,Current,12,0.13,6-12M,2-10L,True,False,False
LN00258,BR13794,Auto,2025-02-25,429000.0,10.78,72,8117.36,353031.25,Current,15,0.08,12-24M,2-10L,True,True,False
LN00259,BR48452,Auto,2024-04-07,470000.0,9.6,36,15077.47,192569.44,Current,25,0.08,24M+,2-10L,True,True,False
LN00260,BR42007,Auto,2023-12-26,1496000.0,12.49,60,33649.31,881393.33,Current,29,0.0849,24M+,10-50L,True,False,False
LN00261,BR33600,Auto,2023-10-11,1177000.0,9.76,84,19393.95,807786.31,Current,31,0.08,24M+,10-50L,True,True,False
LN00262,BR60140,Personal,2025-02-07,186000.0,22.76,24,9719.29,87187.5,90+ DPD,15,0.2876,12-24M,<2L,True,True,True
LN00263,BR28758,Home,2023-04-18,4608000.0,9.58,180,48340.57,3802880.0,Current,37,0.03,24M+,10-50L,True,True,False
LN00264,BR70236,Business,2023-07-02,1190000.0,17.86,36,42937.82,234694.44,Current,34,0.1686,24M+,10-50L,True,False,False
LN00265,BR70981,Home,2022-05-07,6503000.0,7.58,240,52706.29,5397490.0,Closed,48,0.03,24M+,50L+,False,False,False
LN00266,BR67898,Business,2023-01-08,4695000.0,17.65,48,137058.44,1369375.0,Current,40,0.1665,24M+,10-50L,True,False,False
LN00267,BR65615,Auto,2022-10-16,1860000.0,12.95,60,42273.12,726950.0,30 DPD,43,0.0895,24M+,10-50L,True,True,False
LN00268,BR36111,Personal,2023-07-11,482000.0,18.69,36,17592.75,95061.11,Current,34,0.1969,24M+,2-10L,True,True,True
LN00269,BR59986,Home,2023-05-18,7628000.0,11.7,300,78654.18,6849944.0,Current,36,0.03,24M+,50L+,True,False,False
LN00270,BR48696,Business,2022-11-11,2529000.0,13.13,48,68010.03,648056.25,Current,42,0.1213,24M+,10-50L,True,True,False
LN00271,BR11061,Business,2022-05-24,4275000.0,13.25,24,203743.65,641250.0,Current,24,0.1225,12-24M,10-50L,True,True,False
LN00272,BR47512,Business,2022-09-08,4415000.0,17.19,24,218690.87,662250.0,30 DPD,24,0.1619,12-24M,10-50L,True,True,False
LN00273,BR38705,Home,2022-09-06,4591000.0,7.75,180,43213.97,3637092.22,Current,44,0.03,24M+,10-50L,False,False,False
LN00274,BR96400,Personal,2022-08-09,652000.0,10.56,24,30255.29,97800.0,Current,24,0.13,12-24M,2-10L,False,False,False
LN00275,BR92242,Personal,2022-07-25,349000.0,17.75,24,17381.38,52350.0,60 DPD,24,0.1875,12-24M,2-10L,True,False,False
LN00276,BR14373,Business,2024-05-09,2059000.0,15.47,24,100294.4,308850.0,Current,24,0.1447,12-24M,10-50L,True,False,False
LN00277,BR21813,Auto,2024-01-15,1014000.0,9.57,84,16609.17,726700.0,Current,28,0.08,24M+,10-50L,True,False,False
LN00278,BR33021,Home,2024-04-02,2268000.0,8.29,240,19381.83,2067187.5,Current,25,0.03,24M+,10-50L,False,False,False
LN00279,BR57953,Home,2025-05-06,4770000.0,11.62,180,56087.08,4499700.0,Current,12,0.03,6-12M,10-50L,True,True,False
LN00280,BR31567,Personal,2023-04-10,485000.0,19.04,60,12591.84,230779.17,90+ DPD,37,0.2004,24M+,2-10L,True,True,True
LN00281,BR48684,Personal,2023-05-21,548000.0,12.9,36,18437.9,82200.0,Current,36,0.139,24M+,2-10L,True,False,False
LN00282,BR19869,Business,2025-06-10,1169000.0,16.15,48,33219.66,941288.54,Current,11,0.1515,6-12M,10-50L,True,False,False
LN00283,BR98395,Personal,2024-10-26,798000.0,17.28,24,39562.37,261012.5,Current,19,0.1828,12-24M,2-10L,True,True,False
LN00284,BR61717,Home,2022-12-17,1604000.0,10.87,300,15570.49,1417668.67,Current,41,0.03,24M+,10-50L,False,False,False
LN00285,BR69609,Personal,2024-08-08,724000.0,13.27,12,64757.46,108600.0,Current,12,0.1427,6-12M,2-10L,True,True,False
LN00286,BR93695,Personal,2024-08-13,77000.0,16.87,36,2740.28,38820.83,90+ DPD,21,0.2287,12-24M,<2L,True,False,False
LN00287,BR71797,Home,2025-06-24,1591000.0,10.99,240,16411.29,1529017.29,Current,11,0.03,6-12M,10-50L,False,False,False
LN00288,BR83584,Home,2022-08-12,5720000.0,9.48,120,73952.78,3896750.0,Current,45,0.06,24M+,50L+,True,True,False
LN00289,BR18285,Home,2022-08-31,6037000.0,8.2,240,51249.9,5074853.12,Current,45,0.03,24M+,50L+,True,False,False
LN00290,BR25292,Personal,2024-05-23,696000.0,23.27,48,22410.91,400200.0,Current,24,0.2427,12-24M,2-10L,True,True,True
LN00291,BR49893,Personal,2025-10-31,253000.0,19.19,24,12776.75,190277.08,Current,7,0.2019,6-12M,2-10L,True,True,True
LN00292,BR80457,Home,2025-06-08,1228000.0,8.2,300,9641.17,1189727.33,Current,11,0.03,6-12M,10-50L,False,False,False
LN00293,BR97881,Auto,2023-11-28,1386000.0,8.19,48,33960.06,649687.5,Current,30,0.08,24M+,10-50L,True,True,False
LN00294,BR30253,Personal,2023-09-26,223000.0,19.57,60,5854.91,121906.67,Current,32,0.2057,24M+,2-10L,True,False,True
LN00295,BR74139,Personal,2022-05-31,128000.0,21.3,48,3984.29,19200.0,30 DPD,48,0.273,24M+,<2L,True,True,True
LN00296,BR46666,Personal,2023-10-19,540000.0,13.72,60,12486.61,302850.0,90+ DPD,31,0.1472,24M+,2-10L,True,False,False
LN00297,BR68287,Personal,2024-01-04,232000.0,20.25,12,21518.97,34800.0,90+ DPD,12,0.2125,6-12M,2-10L,True,True,True
LN00298,BR99873,Business,2024-01-20,4236000.0,15.97,36,148862.46,1435533.33,Current,28,0.1497,24M+,10-50L,True,True,False
LN00299,BR94518,Auto,2023-01-12,569000.0,10.05,60,12103.57,246566.67,Current,40,0.08,24M+,2-10L,False,False,False
LN00300,BR34878,Business,2025-09-29,559000.0,12.86,48,14957.76,479808.33,Current,8,0.1186,6-12M,2-10L,True,True,False
LN00301,BR37801,Personal,2023-07-15,70000.0,12.95,12,6250.57,10500.0,90+ DPD,12,0.1895,6-12M,<2L,True,False,False
LN00302,BR41925,Home,2025-10-20,4793000.0,11.52,120,67442.25,4555347.08,Current,7,0.06,6-12M,10-50L,False,False,False
LN00303,BR82641,Auto,2022-12-02,815000.0,9.82,48,20600.12,223276.04,30 DPD,41,0.08,24M+,2-10L,True,True,False
LN00304,BR40539,Personal,2022-10-19,493000.0,14.12,24,23698.31,73950.0,90+ DPD,24,0.1512,12-24M,2-10L,True,True,False
LN00305,BR88116,Home,2025-04-04,4685000.0,9.98,240,45149.2,4469294.79,Current,13,0.03,12-24M,10-50L,True,False,False
LN00306,BR28964,Home,2024-07-13,3650000.0,11.77,120,51882.74,3081208.33,Current,22,0.06,12-24M,10-50L,True,True,False
LN00307,BR32871,Auto,2023-01-21,452000.0,14.08,48,12369.71,131833.33,Current,40,0.1008,24M+,2-10L,True,True,False
LN00308,BR27275,Home,2022-05-19,9051000.0,11.1,120,125190.42,5973660.0,Current,48,0.06,24M+,50L+,True,False,False
LN00309,BR41186,Home,2024-01-29,1202000.0,8.71,120,15038.42,963603.33,Current,28,0.06,24M+,10-50L,False,False,False
LN00310,BR16868,Home,2025-12-30,6701000.0,8.66,240,58833.2,6582336.46,Current,5,0.07,0-6M,50L+,True,True,False
LN00311,BR18330,Personal,2023-09-22,676000.0,23.79,24,35670.05,101400.0,Current,24,0.2479,12-24M,2-10L,True,True,True
LN00312,BR77271,Home,2023-07-28,2545000.0,8.73,300,20888.98,2299831.67,Current,34,0.03,24M+,10-50L,False,False,False
LN00313,BR39038,Personal,2025-06-22,736000.0,12.09,60,16405.41,621306.67,Current,11,0.1309,6-12M,2-10L,True,False,False
LN00314,BR70036,Home,2022-05-23,3466000.0,9.99,120,45784.25,2287560.0,Current,48,0.06,24M+,10-50L,True,True,False
LN00315,BR62640,Auto,2025-09-29,1694000.0,9.44,36,54216.32,1374022.22,Current,8,0.08,6-12M,10-50L,True,True,False
LN00316,BR68138,Personal,2025-06-24,153000.0,22.65,48,4874.58,123196.88,30 DPD,11,0.2865,6-12M,<2L,True,True,True
LN00317,BR29442,Business,2025-08-19,3188000.0,18.01,24,159173.44,2171825.0,Current,9,0.1701,6-12M,10-50L,True,True,False
LN00318,BR92978,Auto,2025-05-18,516000.0,14.4,36,17736.07,369800.0,Current,12,0.104,6-12M,2-10L,True,False,False
LN00319,BR79541,Home,2023-12-13,4448000.0,9.84,240,42453.71,3991153.33,Current,29,0.03,24M+,10-50L,True,False,False
LN00320,BR66387,Personal,2023-07-17,175000.0,20.46,36,6544.72,34513.89,Current,34,0.2646,24M+,<2L,True,True,True
LN00321,BR95316,Personal,2025-06-11,502000.0,13.81,12,45028.27,110858.33,Current,11,0.1481,6-12M,2-10L,True,False,False
LN00322,BR39949,Personal,2024-11-17,267000.0,15.3,60,6394.03,198915.0,Current,18,0.163,12-24M,2-10L,True,False,False
LN00323,BR62262,Auto,2024-03-08,735000.0,11.96,72,14354.11,509395.83,30 DPD,26,0.08,24M+,2-10L,True,True,False
LN00324,BR50963,Home,2025-07-21,6973000.0,11.72,300,72002.75,6775431.67,Current,10,0.03,6-12M,50L+,True,False,False
LN00325,BR72163,Auto,2023-12-27,587000.0,8.22,60,11964.14,345840.83,Current,29,0.08,24M+,2-10L,True,True,False
LN00326,BR22219,Personal,2025-07-29,496000.0,11.19,12,43881.27,144666.67,Current,10,0.13,6-12M,2-10L,True,True,False
LN00327,BR58843,Home,2025-07-18,6372000.0,9.0,300,53473.59,6191460.0,Current,10,0.03,6-12M,50L+,False,False,False
LN00328,BR83608,Auto,2022-12-19,392000.0,8.53,48,9667.69,107391.67,30 DPD,41,0.08,24M+,2-10L,True,True,False
LN00329,BR63845,Auto,2024-03-27,1092000.0,12.82,84,19758.92,804700.0,Current,26,0.0882,24M+,10-50L,True,False,False
LN00330,BR65435,Home,2022-05-10,3218000.0,11.19,240,33632.93,2670940.0,Current,48,0.03,24M+,10-50L,False,False,False
LN00331,BR56090,Auto,2024-06-21,1450000.0,9.91,36,46726.18,662569.44,30 DPD,23,0.08,12-24M,10-50L,True,True,False
LN00332,BR30280,Home,2022-11-05,4249000.0,7.91,120,51350.25,2984922.5,Current,42,0.06,24M+,10-50L,False,False,False
LN00333,BR55890,Business,2024-10-29,1116000.0,21.5,60,30506.28,815610.0,Current,19,0.205,12-24M,10-50L,True,True,False
LN00334,BR85248,Home,2025-06-10,2666000.0,9.94,240,25621.59,2562137.08,Current,11,0.03,6-12M,10-50L,True,True,False
LN00335,BR91490,Business,2023-09-06,3795000.0,20.07,36,141171.19,927666.67,Current,32,0.1907,24M+,10-50L,True,True,False
LN00336,BR89822,Auto,2022-06-25,1446000.0,13.94,84,27050.15,758289.29,Current,47,0.0994,24M+,10-50L,True,True,False
LN00337,BR50499,Personal,2025-12-03,417000.0,13.49,36,14149.0,367770.83,90+ DPD,5,0.1849,0-6M,2-10L,True,True,False
LN00338,BR28776,Business,2024-02-13,4748000.0,12.39,48,125944.16,2477862.5,Closed,27,0.1139,24M+,10-50L,False,False,False
LN00339,BR28595,Auto,2022-05-26,1865000.0,9.26,84,30252.8,959142.86,Current,48,0.08,24M+,10-50L,True,True,False
LN00340,BR38197,Home,2025-07-28,9239000.0,7.65,120,110393.22,8584570.83,Current,10,0.06,6-12M,50L+,True,True,False
LN00341,BR30631,Auto,2023-09-25,735000.0,14.47,72,15330.82,457333.33,Current,32,0.1047,24M+,2-10L,False,False,False
LN00342,BR84395,Business,2024-05-03,4749000.0,16.74,48,136394.62,2730675.0,Current,24,0.1574,12-24M,10-50L,True,True,False
LN00343,BR90981,Business,2025-10-16,4300000.0,15.19,24,208880.96,3233958.33,Current,7,0.1419,6-12M,10-50L,True,True,False
LN00344,BR96761,Auto,2025-08-17,267000.0,12.17,36,8889.92,210262.5,Current,9,0.0817,6-12M,2-10L,True,True,False
LN00345,BR64287,Personal,2023-05-13,140000.0,11.54,48,3655.2,50750.0,Current,36,0.18,24M+,<2L,True,True,False
LN00346,BR24918,Auto,2024-11-16,812000.0,13.07,60,18504.61,604940.0,Current,18,0.0907,12-24M,2-10L,True,True,False
LN00347,BR98895,Personal,2023-09-04,286000.0,17.78,36,10308.05,69911.11,Current,32,0.1878,24M+,2-10L,True,True,False
LN00348,BR50425,Auto,2023-05-11,774000.0,12.38,84,13821.0,492042.86,Current,36,0.0838,24M+,2-10L,True,True,False
LN00349,BR88554,Business,2024-11-06,3271000.0,14.33,24,157560.56,1185737.5,60 DPD,18,0.1333,12-24M,10-50L,True,False,False
LN00350,BR37686,Personal,2026-01-16,703000.0,10.79,12,62063.46,503816.67,Current,4,0.17,0-6M,2-10L,True,True,False
LN00351,BR25726,Business,2024-08-26,2880000.0,21.39,36,109081.74,1452000.0,Current,21,0.2039,12-24M,10-50L,True,False,False
LN00352,BR33028,Auto,2023-04-19,1996000.0,10.45,36,64827.83,299400.0,90+ DPD,36,0.08,24M+,10-50L,True,False,False
LN00353,BR40161,Auto,2023-12-15,923000.0,11.36,48,24017.1,449001.04,Current,29,0.08,24M+,2-10L,False,False,False
LN00354,BR15544,Home,2025-09-06,8863000.0,11.93,240,97157.08,8611881.67,Current,8,0.03,6-12M,50L+,False,False,False
LN00355,BR20205,Auto,2025-12-24,952000.0,10.95,72,18096.07,895805.56,Current,5,0.12,0-6M,2-10L,True,False,False
LN00356,BR63008,Auto,2022-11-09,630000.0,8.77,60,13007.55,255150.0,Current,42,0.08,24M+,2-10L,False,False,False
LN00357,BR12733,Personal,2024-06-18,265000.0,14.5,48,7308.16,157067.71,90+ DPD,23,0.155,12-24M,2-10L,True,True,False
LN00358,BR91018,Personal,2025-02-14,82000.0,10.74,36,2674.49,52958.33,60 DPD,15,0.18,12-24M,<2L,True,True,False
LN00359,BR23875,Business,2024-01-21,2425000.0,15.84,60,58765.33,1463083.33,Current,28,0.1484,24M+,10-50L,True,True,False
LN00360,BR78676,Auto,2023-08-23,593000.0,14.65,48,16398.62,246465.62,Current,33,0.1065,24M+,2-10L,False,False,False
LN00361,BR54500,Auto,2023-11-13,361000.0,10.92,36,11805.01,105291.67,Current,30,0.08,24M+,2-10L,True,False,False
LN00362,BR20011,Business,2024-03-20,4751000.0,16.67,36,168606.85,1834413.89,Current,26,0.1567,24M+,10-50L,True,True,False
LN00363,BR55793,Home,2023-02-10,2503000.0,11.96,120,35852.92,1811546.25,Current,39,0.06,24M+,10-50L,True,True,False
LN00364,BR40968,Personal,2022-06-20,757000.0,19.27,36,27852.05,113550.0,90+ DPD,36,0.2027,24M+,2-10L,True,False,True
LN00365,BR32740,Home,2025-04-07,5614000.0,8.54,120,69725.72,5097044.17,Current,13,0.06,12-24M,50L+,True,True,False
LN00366,BR95918,Personal,2025-03-24,215000.0,13.02,60,4894.11,172358.33,Current,14,0.1402,12-24M,2-10L,True,True,False
LN00367,BR92306,Auto,2025-02-03,830000.0,8.4,36,26162.61,536041.67,90+ DPD,15,0.08,12-24M,2-10L,True,False,False
LN00368,BR85952,Business,2023-06-26,4477000.0,21.28,60,121824.12,2257154.17,Current,35,0.2028,24M+,10-50L,True,True,False
LN00369,BR91857,Business,2022-12-02,1283000.0,15.96,60,31172.81,537790.83,30 DPD,41,0.1496,24M+,10-50L,True,False,False
LN00370,BR67640,Auto,2022-07-27,1453000.0,9.08,60,30218.34,506128.33,Current,46,0.08,24M+,10-50L,True,True,False
LN00371,BR49691,Auto,2023-06-16,604000.0,9.57,36,19367.67,104861.11,Current,35,0.08,24M+,2-10L,True,False,False
LN00372,BR76497,Home,2022-10-08,6336000.0,10.11,240,61606.25,5371080.0,Current,43,0.03,24M+,50L+,False,False,False
LN00373,BR14929,Personal,2024-05-06,708000.0,14.09,12,63599.26,106200.0,Current,12,0.1509,6-12M,2-10L,True,False,False
LN00374,BR20057,Personal,2024-01-07,717000.0,23.4,12,67591.21,107550.0,Current,12,0.244,6-12M,2-10L,True,True,True
LN00375,BR60394,Business,2022-08-21,4143000.0,18.55,24,207938.22,621450.0,Current,24,0.1755,12-24M,10-50L,True,True,False
LN00376,BR15376,Home,2022-10-31,1783000.0,9.34,300,15380.17,1565771.17,Current,43,0.03,24M+,10-50L,True,False,False
LN00377,BR52143,Personal,2022-11-18,245000.0,20.27,48,7490.73,62781.25,Current,42,0.2127,24M+,2-10L,True,False,True
LN00378,BR18109,Home,2023-04-11,1729000.0,8.49,300,13910.73,1547743.17,Current,37,0.03,24M+,10-50L,True,True,False
LN00379,BR55015,Auto,2025-07-04,337000.0,13.96,72,6936.92,297215.28,Current,10,0.0996,6-12M,2-10L,True,True,False
LN00380,BR15130,Home,2023-04-04,5325000.0,10.17,120,70872.51,3929406.25,Current,37,0.06,24M+,50L+,False,False,False
LN00381,BR78690,Auto,2023-08-19,826000.0,12.75,48,22057.16,343306.25,Current,33,0.0875,24M+,2-10L,True,False,False
LN00382,BR47079,Home,2024-01-17,3403000.0,11.45,180,39645.39,2953047.78,Current,28,0.03,24M+,10-50L,False,False,False
LN00383,BR98984,Auto,2023-10-17,1385000.0,13.95,72,28501.88,878128.47,Current,31,0.0995,24M+,10-50L,True,True,False
LN00384,BR18639,Business,2022-07-19,3688000.0,20.37,24,188371.0,553200.0,90+ DPD,24,0.1937,12-24M,10-50L,True,False,False
LN00385,BR60667,Auto,2025-07-22,1424000.0,12.33,60,31914.07,1222266.67,Current,10,0.0833,6-12M,10-50L,True,False,False
LN00386,BR96057,Auto,2024-09-02,485000.0,14.17,60,11327.89,347583.33,Current,20,0.1017,12-24M,2-10L,True,False,False
